# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	20587
#@/user_id	keai
A 	A	c=2 d=9.35125e-06 t=20587
qing ni chi 	请你吃	c=1 d=2e-08 t=20587
qing nian da xue xi 	青年大学习	c=2 d=3e-08 t=20587
qing ping 	清屏	c=2 d=3e-08 t=20587
qing qiu 	请求	c=30 d=0.00692444 t=20587
qing shu ru 	请输入	c=11 d=7.5282e-05 t=20587
qing shuo pu tong hua 	请说普通话	c=1 d=2e-08 t=20587
qing tian 	晴天	c=7 d=0.00159066 t=20587
qing xi 	清晰	c=5 d=6e-08 t=20587
qing xi 	清洗	c=1 d=1 t=17670
qing xing 	情形	c=1 d=1.34194e-19 t=20587
qing xu 	情绪	c=20 d=0.000382042 t=20587
qing xu fen xi 	情绪分析	c=3 d=2.12414e-19 t=20587
qing xu ming 	情绪名	c=1 d=5.88085e-20 t=20587
qing xuan ze 	请选择	c=1 d=2e-08 t=20587
qing yi 	轻易	c=1 d=1 t=13614
qing yu nian 	庆余年	c=1 d=1 t=16312
qing zhuang shang zhen 	轻装上阵	c=1 d=1.84482e-28 t=20587
qiu 	求	c=20 d=1.00835 t=14539
qiu 	球	c=2 d=3e-08 t=13695
qiu 	秋	c=1 d=2e-08 t=20587
qiu chu 	求出	c=1 d=2e-08 t=20587
qiu dao 	求导	c=1 d=2e-08 t=20587
qiu dao fa ze 	求导法则	c=1 d=2e-08 t=20587
qiu dao me 	求导么	c=1 d=2e-08 t=20587
qiu dong ya 	求动压	c=2 d=3e-08 t=20587
qiu feng 	秋风	c=2 d=3e-08 t=20587
qiu ge dao 	求个导	c=1 d=2e-08 t=20587
qiu jie 	求解	c=1 d=2e-08 t=20587
qiu mian 	球面	c=1 d=2e-08 t=20587
qiu ni 	求你	c=1 d=0.000205513 t=20587
qiu ni le 	求你了	c=1 d=2e-08 t=20587
qiu qiu 	求求	c=3 d=0.0187797 t=13695
qiu qiu 	球球	c=0 d=0 t=20587
qiu qiu le 	求求了	c=1 d=4.96231e-22 t=13695
qiu qiu le 	球球了	c=10 d=8e-08 t=20587
qiu qiu ni 	求求你	c=4 d=4e-08 t=20587
qiu qu 	求取	c=1 d=1 t=15356
qiu quan ya 	求全压	c=1 d=2e-08 t=20587
qiu zhi jing 	求直径	c=2 d=3e-08 t=20587
qu 	区	c=13 d=1.00451 t=19397
qu 	去	c=36 d=1.00003 t=18300
qu 	取	c=16 d=1.5e-07 t=20587
qu ba 	去吧	c=0 d=0 t=20587
qu bie 	区别	c=27 d=0.725532 t=20587
qu bie shi 	区别是	c=1 d=2e-08 t=20587
qu bu 	去不	c=2 d=0.697676 t=20587
qu can 	去餐	c=1 d=2e-08 t=20587
qu cheng 	去成	c=1 d=3.20865e-10 t=20587
qu chi 	去吃	c=1 d=6.37391e-26 t=20587
qu chong 	去重	c=8 d=1.00009 t=15910
qu chong 	驱虫	c=1 d=2e-08 t=20587
qu chu 	去除	c=5 d=0.00016826 t=20587
qu da 	去打	c=0 d=0 t=20587
qu de 	取得	c=1 d=2e-08 t=20587
qu ding 	驱丁	c=1 d=2e-08 t=20587
qu dong 	驱动	c=21 d=2e-07 t=20587
qu fan 	取反	c=1 d=4.52043e-13 t=20587
qu fen 	区分	c=8 d=7e-08 t=20587
qu fen du 	区分度	c=1 d=2e-08 t=20587
qu fu 	屈服	c=3 d=4e-08 t=20587
qu fu dian 	屈服点	c=1 d=2e-08 t=20587
qu fu jie duan 	屈服阶段	c=1 d=2e-08 t=20587
qu guan wang 	去官网	c=1 d=2e-08 t=20587
qu guang gao 	去广告	c=2 d=3e-08 t=20587
qu guo 	去过	c=1 d=2e-08 t=20587
qu jian 	区间	c=2 d=3e-08 t=20587
qu jue 	取决	c=1 d=2e-08 t=20587
qu jue yu 	取决于	c=5 d=6e-08 t=20587
qu kan 	去看	c=2 d=3e-08 t=20587
qu kuai 	区块	c=1 d=2e-08 t=20587
qu le 	去了	c=11 d=0.000777055 t=20587
qu luo shuan 	去螺栓	c=1 d=2e-08 t=20587
qu lv 	曲率	c=8 d=9e-08 t=20587
qu ma 	去吗	c=0 d=0 t=20587
qu mai 	去买	c=1 d=2e-08 t=20587
qu mian 	曲面	c=1 d=2e-08 t=20587
qu mo xi ge 	去墨西哥	c=1 d=2e-08 t=20587
qu na 	去哪	c=2 d=2e-08 t=20587
qu na le 	去哪了	c=1 d=2e-08 t=20587
qu nian 	去年	c=4 d=5e-08 t=20587
qu qiang bi 	屈强比	c=1 d=2e-08 t=20587
qu qu 	屈曲	c=2 d=3e-08 t=20587
qu se 	取色	c=1 d=6.65708e-23 t=20587
qu shang xue 	去上学	c=1 d=1 t=16178
qu she 	取舍	c=1 d=6.97179e-22 t=20587
qu wen wen 	去问问	c=1 d=3.291e-14 t=20587
qu xian 	曲线	c=13 d=0.458798 t=20587
qu xian tu 	曲线图	c=2 d=2.90232e-06 t=20587
qu xiao 	取消	c=6 d=0.0017643 t=20587
qu yang 	取样	c=4 d=5e-08 t=20587
qu yu 	区域	c=10 d=1 t=19355
qu yu 	取余	c=2 d=1 t=15281
qu yu 	趋于	c=3 d=4e-08 t=20587
qu yu wai 	区域外	c=1 d=2e-08 t=20587
qu zheng 	取整	c=2 d=1 t=15279
qu zheng 	取证	c=2 d=3e-08 t=20587
qu zhi 	取值	c=4 d=5e-08 t=20587
qu zhi fan wei 	取值范围	c=1 d=2e-08 t=20587
quan 	全	c=13 d=1 t=20124
quan 	券	c=0 d=0 t=13695
quan 	劝	c=2 d=3e-08 t=13695
quan 	圈	c=2 d=3e-08 t=13695
quan 	拳	c=0 d=0 t=13695
quan 	权	c=3 d=1.82588e-06 t=20587
quan ban 	全班	c=1 d=2e-08 t=20587
quan bu 	全部	c=18 d=1.3e-07 t=20587
quan bu nei rong 	全部内容	c=1 d=1 t=16549
quan bu xie 	全部写	c=1 d=3.35109e-21 t=20587
quan bu xin xi 	全部信息	c=1 d=1 t=15180
quan chao 	全抄	c=2 d=2e-08 t=20587
quan cheng 	全程	c=1 d=4.02935e-13 t=20587
quan feng bi shi 	全封闭式	c=1 d=1 t=14511
quan fu he 	全负荷	c=1 d=1.08511 t=14020
quan fu he xu leng 	全负荷蓄冷	c=1 d=1 t=14021
quan guo cheng 	全过程	c=1 d=2e-08 t=20587
quan hong 	全红	c=1 d=3.43242e-09 t=20587
quan jiao 	全角	c=3 d=4e-08 t=20587
quan ju 	全局	c=11 d=5e-08 t=20587
quan jun fu mo 	全军覆没	c=1 d=2e-08 t=20587
quan liang 	全量	c=2 d=1.93239 t=14060
quan mao 	全貌	c=1 d=2e-08 t=20587
quan nian 	全年	c=1 d=2e-08 t=20587
quan ping 	全屏	c=1 d=2e-08 t=20587
quan qin 	全勤	c=3 d=4e-08 t=20587
quan qiu 	全球	c=2 d=2e-08 t=20587
quan quan 	劝劝	c=1 d=2e-08 t=20587
quan re 	全热	c=1 d=2e-08 t=20587
quan shi 	全是	c=3 d=2e-08 t=20587
quan shi jie 	全世界	c=2 d=3e-08 t=20587
quan shua de 	全刷的	c=1 d=2e-08 t=20587
quan ta 	劝他	c=2 d=3e-08 t=20587
quan tian 	全天	c=2 d=1.99501 t=15685
quan wei 	全为	c=1 d=2e-08 t=13695
quan wei 	权威	c=1 d=7.98219e-26 t=20587
quan xian 	权限	c=20 d=1.3e-07 t=20587
quan xian de 	权限的	c=1 d=2e-08 t=20587
quan xuan 	全选	c=2 d=3e-08 t=20587
quan ya 	全压	c=3 d=4e-08 t=20587
quan zhan 	全栈	c=0 d=0 t=20587
quan zhi 	全职	c=1 d=1.3587e-18 t=20587
quan zhong 	权重	c=8 d=8e-08 t=20587
que 	却	c=2 d=0.00660453 t=20587
que bao 	确保	c=4 d=5e-08 t=20587
que bao chu shui wen du 	确保出水温度	c=1 d=1 t=13977
que dian 	缺点	c=5 d=5e-08 t=20587
que ding 	确定	c=23 d=2.46086e-06 t=20587
que ding de 	确定的	c=1 d=4.21195e-05 t=20587
que fa 	缺乏	c=1 d=2e-08 t=20587
que ni 	缺你	c=1 d=2e-08 t=20587
que ren 	确认	c=4 d=5.777e-06 t=20587
que ren xia 	确认下	c=0 d=0 t=20587
que shao 	缺少	c=3 d=2e-08 t=20587
que shi 	却是	c=2 d=3e-08 t=13695
que shi 	确实	c=12 d=0.025377 t=20587
que shi neng 	确实能	c=1 d=2e-08 t=20587
que wei 	却为	c=1 d=1 t=16565
que xian 	缺陷	c=2 d=3e-08 t=20587
que yi 	缺一	c=1 d=8.36266e-15 t=20587
que zhen 	确诊	c=1 d=2e-08 t=20587
qun 	群	c=9 d=7e-08 t=20587
qun fa 	群发	c=0 d=0 t=20587
qun hui 	群晖	c=1 d=2e-08 t=20587
qun li 	群里	c=6 d=6e-08 t=20587
qun li han yi sheng 	群里喊一声	c=1 d=2e-08 t=20587
qun li sui bian 	群里随便	c=1 d=2e-08 t=20587
qun liao 	群聊	c=1 d=5.44184e-19 t=20587
qun xing 	群星	c=1 d=2e-08 t=20587
qun yuan 	群员	c=1 d=6.2596e-19 t=20587
qun zhong 	群众	c=1 d=2e-08 t=20587
qun zhu 	群主	c=1 d=2e-08 t=20587
qun zu 	群组	c=2 d=3e-08 t=20587
ran 	然	c=0 d=0 t=20587
ran hou 	然后	c=44 d=0.405696 t=20587
ran liao 	燃料	c=5 d=8.11666e-13 t=20587
ran liao ran shao 	燃料燃烧	c=1 d=0.0026852 t=20587
ran qi 	燃气	c=2 d=2e-08 t=20587
ran qi guan wang 	燃气管网	c=1 d=2e-08 t=20587
ran qi lun ji 	燃气轮机	c=2 d=1.99005 t=14886
ran shao 	燃烧	c=2 d=2.63427e-13 t=20587
ran shao she bei 	燃烧设备	c=1 d=1 t=14839
rang 	让	c=11 d=1e-07 t=20587
rang hou 	让后	c=4 d=2.54236e-07 t=20587
rang ni 	让你	c=1 d=2e-08 t=20587
rang re dao xian xiang 	让热岛现象	c=1 d=2e-08 t=20587
rang ren 	让人	c=1 d=2e-08 t=20587
rang ta 	让他	c=4 d=3e-08 t=20587
rang ta kan kan 	让他看看	c=1 d=2e-08 t=20587
rang wo 	让我	c=11 d=0.000107825 t=20587
rang wo cai 	让我猜	c=1 d=4.04116e-18 t=20587
rang wo xue hui 	让我学会	c=1 d=2e-08 t=20587
rang wo zhe 	让我这	c=1 d=2e-08 t=20587
rang xia 	让下	c=1 d=2e-08 t=20587
rang yi ge 	让一个	c=1 d=1 t=16981
rang zi dan 	让子弹	c=1 d=2e-08 t=20587
rao 	绕	c=10 d=1.1e-07 t=20587
rao guo 	绕过	c=22 d=1.7e-07 t=20587
rao jiao 	绕角	c=1 d=2e-08 t=20587
rao lu 	绕路	c=1 d=2e-08 t=20587
re 	热	c=19 d=1.5e-07 t=20587
re ai 	热爱	c=2 d=2e-08 t=20587
re beng 	热泵	c=17 d=1.50706e-12 t=20587
re biao mian 	热表面	c=1 d=2e-08 t=20587
re cheng sha 	热成啥	c=1 d=4.76612e-18 t=20587
re cui 	热脆	c=2 d=3e-08 t=20587
re dai 	热带	c=0 d=0 t=20587
re dao 	热岛	c=2 d=3e-08 t=20587
re dao qiang du 	热岛强度	c=1 d=2e-08 t=20587
re dao xiao ying 	热岛效应	c=1 d=2e-08 t=20587
re dian 	热点	c=2 d=2e-08 t=13695
re dian 	热电	c=1 d=2.54956e-15 t=20587
re dian ne 	热点呢	c=1 d=2e-08 t=20587
re dian ti 	热电体	c=0 d=0 t=20587
re dian ti yong hu jin kou liang 	热电体用户进口量	c=1 d=2e-08 t=20587
re du 	热度	c=1 d=2e-08 t=20587
re feng 	热风	c=0 d=0 t=20587
re fu he 	热负荷	c=1 d=8.03339e-13 t=20587
re gan 	热感	c=1 d=2e-08 t=20587
re gan jue 	热感觉	c=2 d=3e-08 t=20587
re gong 	热工	c=3 d=4e-08 t=20587
re guan xing 	热惯性	c=1 d=2e-08 t=20587
re huan jing 	热环境	c=5 d=6e-08 t=20587
re hui shou 	热回收	c=1 d=1 t=14898
re jiao huan 	热交换	c=1 d=0.00386807 t=20587
re jie zhi 	热介质	c=1 d=1 t=13654
re kong qi 	热空气	c=2 d=3e-08 t=20587
re li 	热力	c=5 d=0.0788657 t=20587
re li guo cheng 	热力过程	c=1 d=2e-08 t=20587
re li wan shan 	热力完善	c=1 d=0.0020396 t=20587
re li xi shu 	热力系数	c=4 d=2.57838 t=20587
re li xi tong 	热力系统	c=1 d=2e-08 t=20587
re li xue 	热力学	c=3 d=3e-08 t=20587
re li xue neng 	热力学能	c=1 d=2e-08 t=20587
re li ya suo ji 	热力压缩机	c=1 d=0.790571 t=20587
re li zhan 	热力站	c=1 d=2.22282e-15 t=20587
re liang 	热量	c=6 d=0.0826959 t=20587
re liang da 	热量大	c=0 d=0.000551656 t=20587
re liang zhi bi 	热量之比	c=1 d=0.831104 t=20587
re liu 	热流	c=1 d=2e-08 t=20587
re men 	热门	c=1 d=2e-08 t=20587
re neng 	热能	c=6 d=0.71177 t=20587
re ping heng 	热平衡	c=4 d=4e-08 t=20587
re qi 	热气	c=1 d=0.0124114 t=20587
re qi chu shuang 	热气除霜	c=1 d=0.0366992 t=20587
re qi pang tong 	热气旁通	c=1 d=0.0880368 t=20587
re shi huan jing 	热湿环境	c=1 d=2e-08 t=20587
re shu shi 	热舒适	c=5 d=6e-08 t=20587
re si le 	热死了	c=1 d=4.64844e-18 t=20587
re xiao lv 	热效率	c=3 d=2e-08 t=20587
re xiao lv ce liang 	热效率测量	c=1 d=1.83818e-15 t=20587
re ya 	热压	c=1 d=2e-08 t=20587
re yi 	热一	c=1 d=2e-08 t=20587
re ying li 	热应力	c=1 d=2e-08 t=20587
re yu 	热羽	c=1 d=2e-08 t=20587
re yuan 	热源	c=6 d=2e-08 t=20587
re yuan jing 	热源井	c=1 d=1 t=14755
re zhang 	热胀	c=1 d=2e-08 t=20587
re zhong xing 	热中性	c=1 d=2e-08 t=20587
re zu 	热阻	c=3 d=4e-08 t=20587
ren 	人	c=48 d=1.0061 t=18172
ren 	任	c=1 d=2e-08 t=20587
ren bu zhu 	忍不住	c=2 d=2e-08 t=20587
ren ding 	认定	c=1 d=2e-08 t=20587
ren duo 	人多	c=2 d=3e-08 t=20587
ren duo bu 	人多不	c=1 d=4.7653e-16 t=20587
ren ge 	人格	c=2 d=3e-08 t=20587
ren gong 	人工	c=1 d=2e-08 t=20587
ren hao duo 	人好多	c=1 d=1.72367e-23 t=20587
ren he 	任何	c=13 d=0.0197413 t=20587
ren he shi jian 	任何时间	c=1 d=2e-08 t=20587
ren jia 	人家	c=1 d=2e-08 t=20587
ren jian 	人间	c=1 d=2e-08 t=20587
ren ke 	认可	c=1 d=2e-08 t=20587
ren ke ai 	认可唉	c=1 d=2e-08 t=20587
ren kou 	人口	c=1 d=2e-08 t=20587
ren min 	人民	c=2 d=3e-08 t=20587
ren ne 	人呢	c=4 d=5e-08 t=20587
ren qing shi gu 	人情世故	c=1 d=2e-08 t=20587
ren qun 	人群	c=4 d=4e-08 t=20587
ren shao de 	人少的	c=1 d=2e-08 t=20587
ren shi 	认识	c=2 d=3e-08 t=20587
ren shi shi jie 	认识世界	c=1 d=2e-08 t=20587
ren shou 	忍受	c=2 d=2e-08 t=20587
ren ti 	人体	c=22 d=2.3e-07 t=20587
ren tong 	认同	c=1 d=2e-08 t=20587
ren wei 	认为	c=1 d=2e-08 t=20587
ren wu 	任务	c=58 d=0.00758968 t=20587
ren wu guan li qi 	任务管理器	c=1 d=2e-08 t=20587
ren wu lan 	任务栏	c=1 d=2e-08 t=20587
ren wu qu xiao 	任务取消	c=1 d=7.23881e-23 t=20587
ren wu wan cheng 	任务完成	c=1 d=2e-08 t=20587
ren xia 	忍下	c=1 d=1.71007e-18 t=20587
ren xiang 	人像	c=2 d=3e-08 t=20587
ren xing 	韧性	c=2 d=3e-08 t=20587
ren xing hao 	韧性好	c=1 d=2e-08 t=20587
ren xing su xing 	韧性塑性	c=1 d=2e-08 t=20587
ren yan 	人眼	c=1 d=2e-08 t=20587
ren yi 	任一	c=2 d=3e-08 t=13695
ren yi 	任意	c=13 d=1.1e-07 t=20587
ren yu 	人与	c=1 d=2e-08 t=20587
ren yuan 	人员	c=7 d=2e-08 t=20587
ren zheng 	认证	c=1 d=2e-08 t=20587
ren zhong 	人种	c=1 d=2e-08 t=20587
ren zhu 	忍住	c=1 d=2e-08 t=20587
reng 	仍	c=2 d=4.91035e-23 t=20587
reng ran 	仍然	c=2 d=3e-08 t=20587
ri 	日	c=8 d=0.0352602 t=20587
ri ben 	日本	c=12 d=1.2e-07 t=20587
ri bian hua 	日变化	c=1 d=2e-08 t=20587
ri chang 	日常	c=3 d=4e-08 t=20587
ri chu 	日出	c=2 d=1.06486e-24 t=20587
ri ji 	日记	c=27 d=3.28876e-06 t=20587
ri jie 	日结	c=1 d=1.73591e-18 t=20587
ri ju 	日剧	c=1 d=2e-08 t=20587
ri li 	日历	c=5 d=3e-08 t=20587
ri mei 	日美	c=1 d=2e-08 t=20587
ri qi 	日期	c=20 d=0.648095 t=20587
ri qi han shu 	日期函数	c=1 d=1 t=15285
ri she 	日射	c=7 d=3e-08 t=20587
ri wen 	日文	c=2 d=0.000461975 t=20587
ri you suo si 	日有所思	c=1 d=4.02237e-22 t=20587
ri zhao 	日照	c=1 d=2e-08 t=20587
ri zhi 	日志	c=34 d=0.0152222 t=20587
ri zi 	日子	c=1 d=2e-08 t=20587
rong 	容	c=5 d=1 t=16439
rong 	溶	c=0 d=0.00424257 t=13695
rong 	荣	c=0 d=0 t=20587
rong 	融	c=1 d=1 t=14770
rong cuo 	容错	c=2 d=1.27519e-07 t=20587
rong he 	融合	c=2 d=3e-08 t=20587
rong ji 	容积	c=0 d=0.000588705 t=20587
rong ji xi shu 	容积系数	c=1 d=0.00591656 t=20587
rong ji xiao lv 	容积效率	c=1 d=0.0023935 t=20587
rong jie du 	溶解度	c=1 d=0.0269169 t=20587
rong liang 	容量	c=3 d=6.27252e-08 t=20587
rong na 	容纳	c=2 d=6.36417e-08 t=20587
rong qi 	容器	c=21 d=0.283105 t=20587
rong qi zui xiao hua 	容器最小化	c=1 d=0.25284 t=20587
rong ru 	融入	c=1 d=7.77319e-08 t=20587
rong shui neng li 	溶水能力	c=1 d=0.0426384 t=20587
rong xu 	容许	c=1 d=2e-08 t=20587
rong yao 	荣耀	c=4 d=5e-08 t=20587
rong ye 	溶液	c=4 d=2.15237 t=20587
rong ye zhong 	溶液中	c=1 d=0.960789 t=20587
rong yi 	容易	c=3 d=3e-08 t=20587
rong yi ce 	容易测	c=1 d=2e-08 t=20587
rong yi chu cuo 	容易出错	c=1 d=5.52878e-29 t=20587
rong zhong 	容重	c=1 d=2e-08 t=20587
rou 	肉	c=1 d=2e-08 t=20587
rou chi le 	肉吃了	c=1 d=2e-08 t=20587
rou niao 	肉鸟	c=1 d=1 t=20226
rou sheng 	柔声	c=1 d=2e-08 t=20587
ru 	入	c=10 d=0.000246049 t=20587
ru ci 	如此	c=1 d=2e-08 t=20587
ru cuo hang 	入错行	c=1 d=2e-08 t=20587
ru dang hou 	入党后	c=0 d=0 t=20587
ru ge 	如歌	c=1 d=2.23282e-09 t=20587
ru guo 	如果	c=56 d=0.50933 t=20587
ru he 	如何	c=291 d=2.10133 t=20587
ru he ba 	如何把	c=1 d=6.54883e-21 t=20587
ru he cha kan 	如何查看	c=0 d=2.67499e-18 t=20587
ru he cha kan dang qian 	如何查看当前	c=1 d=2.6884e-17 t=20587
ru he fan ying 	如何反映	c=1 d=1.08927e-06 t=20587
ru he fang zhi 	如何防止	c=1 d=1.19575e-15 t=20587
ru he ji suan 	如何计算	c=1 d=4.59906e-10 t=20587
ru he jin xing 	如何进行	c=1 d=1.64671e-15 t=20587
ru he pan duan 	如何判断	c=1 d=2e-08 t=20587
ru he she zhi 	如何设置	c=1 d=3.99062e-17 t=20587
ru he tong guo 	如何通过	c=1 d=7.2652e-07 t=20587
ru kou 	入口	c=10 d=3e-08 t=20587
ru ku 	入库	c=1 d=1.35755e-08 t=20587
ru le 	入了	c=1 d=2e-08 t=20587
ru le ge 	入了个	c=1 d=2e-08 t=20587
ru lv bo bing 	如履薄冰	c=0 d=0 t=20587
ru men 	入门	c=5 d=0.021068 t=20587
ru ru he 	入如何	c=1 d=1 t=15879
ru she 	入社	c=1 d=1 t=15671
ru tang chun 	乳糖醇	c=1 d=2e-08 t=20587
ru tong 	如同	c=1 d=1.53668e-25 t=20587
ru wei 	如为	c=1 d=2e-08 t=20587
ru xia 	如下	c=1 d=1 t=18687
ru yi 	如一	c=1 d=2e-08 t=20587
ru zhi 	入职	c=1 d=0.162838 t=20587
ruan 	软	c=4 d=1.22203e-06 t=20587
ruan jian 	软件	c=11 d=0.0155297 t=20587
ruan jian de 	软件的	c=1 d=2e-08 t=20587
ruan lian jie 	软链接	c=2 d=1.67239e-13 t=20587
ruan lu you 	软路由	c=3 d=0.0448245 t=20587
ruan ruo 	软弱	c=1 d=2e-08 t=20587
ruan ti 	软体	c=4 d=5e-08 t=20587
rui long 	锐龙	c=1 d=2e-08 t=20587
rui xing 	瑞幸	c=1 d=4.04322e-24 t=20587
run 	润	c=1 d=2e-08 t=20587
run hua 	润滑	c=2 d=5.6894e-13 t=20587
run hua you 	润滑油	c=3 d=0.136086 t=20587
run miao 	闰秒	c=1 d=0.00159641 t=20587
ruo 	弱	c=4 d=5e-08 t=13695
ruo 	若	c=1 d=2e-08 t=20587
ruo bao han 	若包含	c=1 d=7.90007e-22 t=20587
ruo dian 	弱点	c=1 d=2e-08 t=13695
ruo dian 	弱电	c=1 d=2e-08 t=20587
ruo gan 	若干	c=1 d=6.60678e-07 t=20587
ruo jie 	弱界	c=2 d=3e-08 t=20587
ruo wei 	若为	c=1 d=2e-08 t=20587
ruo wu 	若无	c=0 d=0 t=20587
sa 	撒	c=0 d=0 t=20587
sa da fei ji a ka 	撒打飞机阿卡	c=1 d=2e-08 t=20587
sa di fang 	撒地方	c=0 d=0 t=20587
sa fen 	萨芬	c=0 d=0 t=20587
sa sa 	飒飒	c=0 d=0 t=20587
sai 	塞	c=1 d=2e-08 t=20587
sai feng 	赛风	c=0 d=7.87834e-20 t=20587
sai ji 	赛季	c=0 d=0 t=20587
san 	三	c=20 d=1.07557 t=14856
san 	伞	c=1 d=4.70171e-05 t=20587
san ban 	三班	c=5 d=4e-08 t=20587
san ceng 	三层	c=1 d=1 t=17016
san chong 	三冲	c=1 d=2e-08 t=20587
san ci 	三次	c=2 d=0.0117959 t=20587
san ci fang 	三次方	c=2 d=1.97e-28 t=20587
san da 	三大	c=2 d=3e-08 t=20587
san da dui 	三大队	c=1 d=2e-08 t=20587
san da jian 	三大件	c=1 d=1.00587e-10 t=20587
san dian 	三点	c=1 d=2e-08 t=13695
san dian 	散点	c=4 d=6.24781e-06 t=20587
san fa 	散发	c=1 d=2e-08 t=20587
san fen 	三分	c=0 d=0 t=20587
san fen ba wo le 	三分把握了	c=1 d=2e-08 t=20587
san fen zhong 	三分钟	c=1 d=2e-08 t=20587
san ge 	三个	c=6 d=0.00197932 t=20587
san ge duo 	三个多	c=1 d=2e-08 t=20587
san ge ren 	三个人	c=1 d=1.14353e-19 t=20587
san guo sha 	三国杀	c=1 d=2e-08 t=20587
san hua 	三化	c=0 d=0 t=20587
san ji 	三级	c=1 d=2e-08 t=20587
san jian 	三间	c=1 d=2e-08 t=20587
san jiao 	三角	c=3 d=4e-08 t=20587
san kong 	三孔	c=1 d=1.05543e-17 t=20587
san kuai 	三块	c=1 d=1 t=18221
san lei 	三类	c=2 d=3e-08 t=20587
san leng zhu 	三棱柱	c=2 d=3e-08 t=20587
san li 	三力	c=1 d=2e-08 t=20587
san lie 	散列	c=4 d=5.85305e-25 t=20587
san lie biao 	散列表	c=1 d=1.34263e-25 t=20587
san lie han shu 	散列函数	c=1 d=1.61547e-25 t=20587
san liu ling 	三六零	c=1 d=2e-08 t=20587
san lun che 	三轮车	c=1 d=2.7588e-27 t=20587
san men 	三门	c=1 d=2e-08 t=20587
san mian 	三面	c=1 d=2e-08 t=20587
san ming zhi 	三明治	c=1 d=2e-08 t=20587
san re 	散热	c=12 d=1.2e-07 t=20587
san re liang 	散热量	c=1 d=2e-08 t=20587
san re qi 	散热器	c=1 d=2e-08 t=20587
san san 	散散	c=0 d=0 t=20587
san san re 	散散热	c=1 d=2e-08 t=20587
san she 	散射	c=3 d=4e-08 t=20587
san tao 	三套	c=1 d=9.50551e-22 t=20587
san ti 	三体	c=2 d=2e-08 t=20587
san tian 	三天	c=0 d=0 t=20587
san tiao lu 	三条路	c=1 d=2e-08 t=20587
san xiang 	三项	c=1 d=3.00724e-12 t=20587
san xiang zhi li 	三相之力	c=1 d=0.245367 t=20587
san xiao shi 	三小时	c=1 d=5.12231e-13 t=20587
san yi 	三一	c=1 d=1 t=16693
san zhang 	三章	c=1 d=2e-08 t=20587
san zhe 	三者	c=1 d=3.30581e-08 t=20587
san zhen 	三针	c=1 d=2e-08 t=20587
san zhong 	三种	c=1 d=2e-08 t=20587
sang di 	丧弟	c=1 d=9.85447e-05 t=20587
sang shi 	丧失	c=1 d=2e-08 t=20587
sao 	扫	c=1 d=6.67886e-17 t=13695
sao 	骚	c=1 d=2e-08 t=20587
sao dao 	扫到	c=1 d=2e-08 t=20587
sao de 	扫的	c=1 d=6.57942e-17 t=20587
sao le 	扫了	c=2 d=3e-08 t=20587
se cai 	色彩	c=1 d=2e-08 t=20587
se se fa dou 	瑟瑟发抖	c=1 d=2e-08 t=20587
se zhan 	色站	c=1 d=2e-08 t=20587
sen ma 	森马	c=1 d=2e-08 t=20587
sha 	啥	c=102 d=2.08729 t=20568
sha 	沙	c=1 d=2e-08 t=20587
sha an pai 	啥安排	c=2 d=1.86989e-10 t=20587
sha bei jing 	啥背景	c=1 d=2e-08 t=20587
sha bi 	傻逼	c=21 d=2.2e-07 t=20587
sha bing 	啥病	c=1 d=2e-08 t=20587
sha cuo wu 	啥错误	c=1 d=0.00110822 t=20587
sha de 	啥的	c=7 d=2.31157e-05 t=20587
sha dian nao 	啥电脑	c=1 d=3.63081e-23 t=20587
sha diao 	傻屌	c=1 d=2e-08 t=20587
sha diao le 	傻掉了	c=0 d=6.01928e-30 t=20587
sha dou 	啥都	c=0 d=3.80582e-19 t=20587
sha dou wan 	啥都完	c=1 d=2e-08 t=20587
sha du 	杀毒	c=1 d=2e-08 t=20587
sha fan 	啥饭	c=1 d=2e-08 t=20587
sha ge 	杀个	c=1 d=2e-08 t=20587
sha guan xi 	啥关系	c=1 d=1 t=19334
sha gui lv 	啥规律	c=1 d=1 t=15071
sha kan 	啥看	c=2 d=1.40567e-06 t=20587
sha le 	傻了	c=2 d=3e-08 t=20587
sha le 	啥了	c=0 d=0.1 t=16776
sha le ni 	杀了你	c=1 d=1.31537e-19 t=20587
sha le ren 	杀了人	c=1 d=7.35721e-08 t=20587
sha me 	啥么	c=1 d=1 t=16051
sha niao 	傻鸟	c=1 d=3.14565e-12 t=13695
sha niao 	啥鸟	c=5 d=5e-08 t=20587
sha qing kuang 	啥情况	c=4 d=4e-08 t=20587
sha qu bie 	啥区别	c=4 d=0.80655 t=20587
sha shao ji 	啥烧鸡	c=1 d=2e-08 t=20587
sha shi 	啥是	c=12 d=1.72105e-05 t=20587
sha shi hou 	啥时候	c=28 d=3.6306e-06 t=20587
sha shi si 	啥誓死	c=1 d=3.32521e-18 t=20587
sha shu ju 	啥数据	c=1 d=2e-08 t=20587
sha shui ping 	啥水平	c=1 d=1.25967e-10 t=20587
sha shuo fa 	啥说法	c=1 d=1 t=18266
sha si 	杀死	c=1 d=2e-08 t=20587
sha tu 	砂土	c=1 d=2e-08 t=20587
sha wan yi 	啥玩意	c=7 d=7e-08 t=20587
